,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
114,Shot Chart Detail,0021600099,211,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,4,75,1,0,20161107,GSW,NOP
115,Shot Chart Detail,0021600099,229,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,0,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,11,1,1,20161107,GSW,NOP
116,Shot Chart Detail,0021600099,254,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Backcourt,Back Court(BC),Back Court Shot,55,-153,535,1,0,20161107,GSW,NOP
117,Shot Chart Detail,0021600099,265,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,19,262,1,1,20161107,GSW,NOP
118,Shot Chart Detail,0021600099,278,201939,Stephen Curry,1610612744,Golden State Warriors,3,9,13,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-142,16,1,1,20161107,GSW,NOP
119,Shot Chart Detail,0021600099,294,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,43,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,12,40,115,1,0,20161107,GSW,NOP
120,Shot Chart Detail,0021600099,315,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-222,121,1,0,20161107,GSW,NOP
121,Shot Chart Detail,0021600099,322,201939,Stephen Curry,1610612744,Golden State Warriors,3,5,41,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,128,144,1,0,20161107,GSW,NOP
122,Shot Chart Detail,0021600099,339,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-120,228,1,1,20161107,GSW,NOP
123,Shot Chart Detail,0021600099,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,41,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-91,252,1,1,20161107,GSW,NOP
124,Shot Chart Detail,0021600099,368,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,11,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,2,57,1,0,20161107,GSW,NOP
125,Shot Chart Detail,0021600099,388,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,9,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-196,154,1,1,20161107,GSW,NOP
126,Shot Chart Detail,0021600099,440,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,2,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,127,224,1,0,20161107,GSW,NOP
127,Shot Chart Detail,0021600099,466,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-194,159,1,1,20161107,GSW,NOP
128,Shot Chart Detail,0021600099,468,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,54,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-89,237,1,1,20161107,GSW,NOP
129,Shot Chart Detail,0021600099,471,201939,Stephen Curry,1610612744,Golden State Warriors,4,2,23,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,71,252,1,1,20161107,GSW,NOP
130,Shot Chart Detail,0021600099,477,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,28,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-1,57,1,0,20161107,GSW,NOP
131,Shot Chart Detail,0021600116,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-207,195,1,0,20161109,GSW,DAL
132,Shot Chart Detail,0021600116,120,201939,Stephen Curry,1610612744,Golden State Warriors,2,9,39,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,2,1,0,20161109,GSW,DAL
133,Shot Chart Detail,0021600116,135,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,42,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,16,1,1,20161109,GSW,DAL
134,Shot Chart Detail,0021600116,138,201939,Stephen Curry,1610612744,Golden State Warriors,2,8,10,Made Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,30,-137,277,1,1,20161109,GSW,DAL
135,Shot Chart Detail,0021600116,177,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,23,Made Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,182,178,1,1,20161109,GSW,DAL
136,Shot Chart Detail,0021600116,231,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,6,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-35,264,1,0,20161109,GSW,DAL
137,Shot Chart Detail,0021600116,248,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,39,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,2,1,0,20161109,GSW,DAL
138,Shot Chart Detail,0021600116,312,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-14,267,1,1,20161109,GSW,DAL
139,Shot Chart Detail,0021600116,343,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,23,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,28,1,1,20161109,GSW,DAL
140,Shot Chart Detail,0021600116,380,201939,Stephen Curry,1610612744,Golden State Warriors,4,11,5,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,163,129,1,1,20161109,GSW,DAL
141,Shot Chart Detail,0021600116,393,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,34,Made Shot,Floating Jump shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,89,105,1,1,20161109,GSW,DAL
142,Shot Chart Detail,0021600116,396,201939,Stephen Curry,1610612744,Golden State Warriors,4,9,12,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,32,127,301,1,1,20161109,GSW,DAL
143,Shot Chart Detail,0021600119,44,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,25,7,1,1,20161110,DEN,GSW
144,Shot Chart Detail,0021600119,46,201939,Stephen Curry,1610612744,Golden State Warriors,1,6,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,208,1,1,20161110,DEN,GSW
145,Shot Chart Detail,0021600119,70,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-37,267,1,0,20161110,DEN,GSW
146,Shot Chart Detail,0021600119,108,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,22,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-148,205,1,1,20161110,DEN,GSW
147,Shot Chart Detail,0021600119,136,201939,Stephen Curry,1610612744,Golden State Warriors,1,0,37,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,198,1,1,20161110,DEN,GSW
148,Shot Chart Detail,0021600119,231,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,49,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-147,208,1,0,20161110,DEN,GSW
149,Shot Chart Detail,0021600119,242,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,53,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-17,2,1,1,20161110,DEN,GSW
150,Shot Chart Detail,0021600119,268,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,38,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-243,-11,1,0,20161110,DEN,GSW
151,Shot Chart Detail,0021600119,308,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,37,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,20,207,11,1,0,20161110,DEN,GSW
152,Shot Chart Detail,0021600119,310,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,24,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-12,-6,1,1,20161110,DEN,GSW
153,Shot Chart Detail,0021600119,335,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,36,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,68,242,1,1,20161110,DEN,GSW
154,Shot Chart Detail,0021600119,341,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,2,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-11,1,0,20161110,DEN,GSW
155,Shot Chart Detail,0021600119,344,201939,Stephen Curry,1610612744,Golden State Warriors,3,6,32,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-201,149,1,1,20161110,DEN,GSW
156,Shot Chart Detail,0021600119,370,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,12,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,29,-176,232,1,1,20161110,DEN,GSW
157,Shot Chart Detail,0021600119,378,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,25,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-205,195,1,1,20161110,DEN,GSW
158,Shot Chart Detail,0021600119,381,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,33,107,321,1,0,20161110,DEN,GSW
159,Shot Chart Detail,0021600119,412,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,1,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,29,155,247,1,0,20161110,DEN,GSW
160,Shot Chart Detail,0021600143,26,201939,Stephen Curry,1610612744,Golden State Warriors,1,9,14,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-9,3,1,1,20161113,GSW,PHX
161,Shot Chart Detail,0021600143,31,201939,Stephen Curry,1610612744,Golden State Warriors,1,8,47,Made Shot,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,18,1,1,20161113,GSW,PHX
162,Shot Chart Detail,0021600143,109,201939,Stephen Curry,1610612744,Golden State Warriors,1,1,48,Missed Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-7,21,1,0,20161113,GSW,PHX
163,Shot Chart Detail,0021600143,197,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,59,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,46,252,1,1,20161113,GSW,PHX
164,Shot Chart Detail,0021600143,199,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,30,Made Shot,Driving Bank shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,11,-70,85,1,1,20161113,GSW,PHX
165,Shot Chart Detail,0021600143,206,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,8,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,114,228,1,0,20161113,GSW,PHX
166,Shot Chart Detail,0021600143,239,201939,Stephen Curry,1610612744,Golden State Warriors,2,2,6,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,0,21,1,1,20161113,GSW,PHX
167,Shot Chart Detail,0021600143,242,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,38,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-94,249,1,1,20161113,GSW,PHX
168,Shot Chart Detail,0021600143,245,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,-6,288,1,0,20161113,GSW,PHX
169,Shot Chart Detail,0021600143,271,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,28,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-192,170,1,0,20161113,GSW,PHX
170,Shot Chart Detail,0021600143,276,201939,Stephen Curry,1610612744,Golden State Warriors,3,10,42,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,53,146,1,0,20161113,GSW,PHX
171,Shot Chart Detail,0021600143,356,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-150,242,1,0,20161113,GSW,PHX
172,Shot Chart Detail,0021600143,365,201939,Stephen Curry,1610612744,Golden State Warriors,3,2,53,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,24,28,247,1,1,20161113,GSW,PHX
173,Shot Chart Detail,0021600143,385,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,44,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,15,272,1,1,20161113,GSW,PHX
174,Shot Chart Detail,0021600143,392,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,6,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,21,1,1,20161113,GSW,PHX
175,Shot Chart Detail,0021600143,402,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,7,Missed Shot,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,33,101,1,0,20161113,GSW,PHX
176,Shot Chart Detail,0021600143,478,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,8,Missed Shot,Running Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,9,43,1,0,20161113,GSW,PHX
177,Shot Chart Detail,0021600165,11,201939,Stephen Curry,1610612744,Golden State Warriors,1,10,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,207,151,1,0,20161116,TOR,GSW
178,Shot Chart Detail,0021600165,42,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,22,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-29,11,1,1,20161116,TOR,GSW
179,Shot Chart Detail,0021600165,68,201939,Stephen Curry,1610612744,Golden State Warriors,1,5,11,Made Shot,Driving Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-34,8,1,1,20161116,TOR,GSW
180,Shot Chart Detail,0021600165,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,15,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-97,205,1,1,20161116,TOR,GSW
181,Shot Chart Detail,0021600165,212,201939,Stephen Curry,1610612744,Golden State Warriors,2,5,58,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-6,257,1,0,20161116,TOR,GSW
182,Shot Chart Detail,0021600165,222,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,39,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,192,156,1,1,20161116,TOR,GSW
183,Shot Chart Detail,0021600165,237,201939,Stephen Curry,1610612744,Golden State Warriors,2,3,20,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,3,1,1,20161116,TOR,GSW
184,Shot Chart Detail,0021600165,256,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,45,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,150,203,1,0,20161116,TOR,GSW
185,Shot Chart Detail,0021600165,346,201939,Stephen Curry,1610612744,Golden State Warriors,3,8,1,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-19,2,1,1,20161116,TOR,GSW
186,Shot Chart Detail,0021600165,350,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,27,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,35,-6,1,1,20161116,TOR,GSW
187,Shot Chart Detail,0021600165,398,201939,Stephen Curry,1610612744,Golden State Warriors,3,4,51,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,9,1,0,20161116,TOR,GSW
188,Shot Chart Detail,0021600165,414,201939,Stephen Curry,1610612744,Golden State Warriors,3,3,12,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-147,219,1,0,20161116,TOR,GSW
189,Shot Chart Detail,0021600165,432,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,41,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-143,82,1,1,20161116,TOR,GSW
190,Shot Chart Detail,0021600165,435,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,4,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,168,205,1,1,20161116,TOR,GSW
191,Shot Chart Detail,0021600165,442,201939,Stephen Curry,1610612744,Golden State Warriors,3,0,34,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,143,208,1,1,20161116,TOR,GSW
192,Shot Chart Detail,0021600165,502,201939,Stephen Curry,1610612744,Golden State Warriors,4,5,49,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,155,82,1,0,20161116,TOR,GSW
193,Shot Chart Detail,0021600165,529,201939,Stephen Curry,1610612744,Golden State Warriors,4,3,16,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,55,262,1,0,20161116,TOR,GSW
194,Shot Chart Detail,0021600165,551,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,59,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-97,169,1,0,20161116,TOR,GSW
195,Shot Chart Detail,0021600165,554,201939,Stephen Curry,1610612744,Golden State Warriors,4,1,38,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,232,121,1,0,20161116,TOR,GSW
196,Shot Chart Detail,0021600179,5,201939,Stephen Curry,1610612744,Golden State Warriors,1,11,6,Missed Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,8,1,0,20161118,BOS,GSW
197,Shot Chart Detail,0021600179,34,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,35,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,1,16,1,0,20161118,BOS,GSW
198,Shot Chart Detail,0021600179,36,201939,Stephen Curry,1610612744,Golden State Warriors,1,7,28,Made Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-27,56,1,1,20161118,BOS,GSW
199,Shot Chart Detail,0021600179,79,201939,Stephen Curry,1610612744,Golden State Warriors,1,3,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,138,218,1,0,20161118,BOS,GSW
200,Shot Chart Detail,0021600179,88,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-145,18,1,0,20161118,BOS,GSW
201,Shot Chart Detail,0021600179,91,201939,Stephen Curry,1610612744,Golden State Warriors,1,2,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,135,218,1,0,20161118,BOS,GSW
202,Shot Chart Detail,0021600179,194,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,53,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-66,218,1,1,20161118,BOS,GSW
203,Shot Chart Detail,0021600179,197,201939,Stephen Curry,1610612744,Golden State Warriors,2,4,22,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-14,262,1,0,20161118,BOS,GSW
204,Shot Chart Detail,0021600179,226,201939,Stephen Curry,1610612744,Golden State Warriors,2,1,52,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,7,1,1,20161118,BOS,GSW
205,Shot Chart Detail,0021600179,247,201939,Stephen Curry,1610612744,Golden State Warriors,2,0,0,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,43,-181,395,1,0,20161118,BOS,GSW
206,Shot Chart Detail,0021600179,256,201939,Stephen Curry,1610612744,Golden State Warriors,3,11,25,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,135,223,1,0,20161118,BOS,GSW
207,Shot Chart Detail,0021600179,284,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,10,257,1,1,20161118,BOS,GSW
208,Shot Chart Detail,0021600179,289,201939,Stephen Curry,1610612744,Golden State Warriors,3,7,18,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,9,-5,1,1,20161118,BOS,GSW
209,Shot Chart Detail,0021600179,351,201939,Stephen Curry,1610612744,Golden State Warriors,3,1,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-204,193,1,0,20161118,BOS,GSW
210,Shot Chart Detail,0021600179,424,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-102,170,1,0,20161118,BOS,GSW
211,Shot Chart Detail,0021600179,428,201939,Stephen Curry,1610612744,Golden State Warriors,4,6,18,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,21,1,0,20161118,BOS,GSW
